Id,Predicted
4962,0.9861463243717323
4967,0.05944417925746024
4968,0.31329174436261514
4986,0.9010815448190356
4988,0.5476967699903352
4989,0.029581763719816464
4990,0.41193475708143823
5005,0.9903007648974836
5015,0.8779038843073211
5027,0.48328476885934607
5034,0.50860500965048
5036,0.30053068396104365
5039,0.9013018422717172
5041,0.02080708183556574
5042,0.02814997011122191
5043,0.01093712071607453
5046,0.8709785246919435
5051,0.1430101017884527
5061,0.29362935032056403
5063,0.012816166361900822
5072,0.7532292422300723
5086,0.30062990328061523
5103,0.951322196951892
5110,0.10702925740094019
5117,0.9748367844866087
5124,0.642793281265694
5134,0.9512914912576584
5140,0.05345193797184153
5147,0.26418655942290514
5154,0.33256038372038565
5158,0.7447440961170718
5169,0.0705896142366315
5172,0.6401545804233726
5174,0.05081717806129182
5206,0.9057509267749544
5207,0.39149809472576863
5210,0.4207448486085324
5214,0.528051376640692
5221,0.9789655237342323
5226,0.37866355983593936
5229,0.9274980810857643
5236,0.05460637252378838
5241,0.9534016865828511
5245,0.9186867285158321
5253,0.31460910763300215
5260,0.8111446788693332
5265,0.3321230173552297
5270,0.13108947856625952
5281,0.8402373643279547
5287,0.9230461168286208
5293,0.16033686332425987
5304,0.785988107493568
5313,0.8569411209662032
5318,0.050712271686983154
5320,0.5762330365802781
5332,0.8744886786496305
5334,0.5561823443879164
5338,0.977623293371011
5343,0.9666927020859452
5346,0.8321114307039666
5354,0.019644108182968145
5358,0.8664166741954333
5360,0.4845697810427926
5363,0.23328956753768146
5365,0.012866292446340277
5367,0.5475215183626474
5368,0.8700270712672618
5369,0.5890131246457404
5377,0.9607268566324225
5382,0.8198394970110229
5384,0.9691956306696318
5389,0.9054018582759202
5398,0.9891009367336869
5419,0.051621516385973336
5420,0.9761919503024181
5428,0.6114101027948057
5435,0.08147400668260117
5446,0.7998041140234805
5447,0.0011245897660840387
5451,0.5891975373689848
5463,0.9371500386435477
5469,0.1247532390917589
5486,0.005501766949305051
5491,0.008086256379674573
5501,0.6212953730705554
5520,0.24145571713486136
5525,0.9238291221968828
5526,0.675892846386586
5527,0.1739041249331503
5531,0.8181137662087108
5532,0.07918871090718348
5556,0.023323895583387554
5561,0.010752310312352468
5569,0.000623122113040495
5582,0.982703696117182
5584,0.8965301797681743
5585,0.9891328029754681
5589,0.08047257599834876
5614,0.029639984198342986
5616,0.582273024135001
5620,0.9887522446436259
5634,0.9886748255242107
5638,0.9347636689545851
5643,0.9683914768572214
5644,0.37272957082514147
5651,0.9497120584987903
5656,0.7398471125664619
5665,0.9528632186797599
5669,0.8690980307861927
5674,0.4797342440515623
5681,0.8785584989952239
5682,0.9626384767418447
5683,0.6924607064031895
5698,0.07272736888189155
5699,0.8899268900121985
5718,0.956760819119889
5719,0.2626996138003096
5731,0.012331856572672101
5758,0.15005142214053524
5760,0.918870698695994
5765,0.890034460679209
5772,0.032848324359029436
5773,0.964862983845064
5774,0.5360551683237594
5779,0.9153619508175453
5782,0.9705429402577059
5784,0.9302048302353543
5790,0.4095598855547361
5799,0.6458070809887155
5808,0.49044342309052674
5815,0.7789216737935551
5817,0.9197644405824121
5823,0.5106885940462342
5830,0.0024276170753057447
5841,0.9355962353063306
5850,0.7932886318527793
5856,0.9927668944995888
5862,0.9092049515397246
5865,0.05552632694803824
5868,0.9685424598798712
5878,0.9254811836968007
5889,0.07492748391718342
5893,0.538001891804086
5895,0.23553659821278997
5906,0.8718826003881615
5909,0.13502393954792163
5930,0.9737468477074357
5931,0.975795708771677
5932,0.9929479366100227
5933,0.8236251924069427
5940,0.9096232909237584
5942,0.18779375915002142
5953,0.9365217592734538
5956,0.43101459665109143
5963,0.2001753737300766
5973,0.25651176790047403
5976,0.004002609879255067
5977,0.34525821125596734
5991,0.09169432626545299
5992,0.9648528377156715
6007,0.12656375754940954
6010,0.3438138035355825
6014,0.5193701786774308
6028,0.023647797865911806
6037,0.3780963922792279
6044,0.9801306877764748
6052,0.6714738530716138
6054,0.9511748448818738
6055,0.013767465783320994
6059,0.9816045179932139
6075,0.9612146253426057
6076,0.22809687512702057
6078,0.4390042539431074
6083,0.13396478518958674
6088,0.5811321330362836
6095,0.1968631946012548
6097,0.22671717172863043
6104,0.668553483650542
6113,0.6961503294850973
6118,0.12105880977853173
6136,0.4291047511261959
6142,0.0636300455398723
6147,0.7860716520792352
6168,0.8697818251834347
6173,0.13672224083358017
6196,0.7362739461613396
6207,0.049206863989432414
6215,0.4119671050792161
6234,0.9700079438996153
6235,0.029597668872160147
6237,0.00510177421928333
6239,0.15092495718012114
6242,0.8024798549451795
6249,0.7863086493241151
6254,0.28036240843298565
6255,0.050038800078182004
6278,0.9550754428150908
6310,0.9921898693984071
6312,0.6322836176796278
6313,0.7719403442022832
6320,0.8503144554917067
6321,0.9921730995774721
6322,0.9543058611273838
6338,0.0468492893077139
6346,0.33788167136992286
6350,0.18412434256970575
6353,0.7273194894234376
6355,0.1944979872048145
6357,0.20750878499703984
6377,0.9438524648647426
6386,0.6730966593489509
6399,0.6384371599810715
6402,0.8511563985540204
6415,0.009116287559155854
6435,0.11791434811758691
6436,0.006057161297531083
6437,0.6698628348011958
6442,0.0907380390300277
6450,0.176599409354968
6464,0.9307761446087326
6468,0.06021796238065641
6469,0.8393747898032317
6470,0.9847087767233029
6486,0.07029535786201796
6490,0.23838995949786787
6495,0.9835654277542624
6502,0.9864375832706495
6508,0.3236359609488514
6534,0.0002532286586236772
6539,0.9375204190585071
6541,0.21447632412390416
6544,0.6521559082587953
6552,0.18110806500637774
6553,0.9881909034375198
6554,0.02667167909762299
6562,0.9512472796318421
6568,0.08266765507712834
6569,0.9730647008815311
6571,0.8372956851779484
6574,0.8583488195372087
6605,0.25118810245287726
6607,0.7691476891603434
6612,0.9727104683097297
6621,0.9935420915362058
6625,0.014237247718036443
6632,0.509615422499719
6633,0.9351226397542476
6641,0.650294949778481
