loan_id,num_transactions,total_withdrawn,average_withdrawn,balance_std,balance_mean,amount_loan,status,disp,PC1,PC2,PC3,PC4,PC5
4959,54,200844.6,6276.39375,12061.7056818761,32590.6240740741,80952,1,1,-1.47568727565082,-0.13594547151491,0.653701041889669,1.42567592321341,1.96687288905054
4961,80,226324.8,6656.61176470588,15039.2484049323,25197.0925,30276,0,0,-1.66003333303501,0.554276860331782,-2.47176685719625,-0.315366805064416,1.05138614960534
4973,125,789552.4,8972.18636363636,20955.6469983724,52523.2448,165960,1,0,1.57184663945362,-1.18999901608345,-1.24327515973905,0.0386156445269882,1.70314802364451
4996,31,190733,12715.5333333333,21638.2588696712,62778.0903225806,88440,1,1,0.939628314051308,1.24775273488583,1.24783537941491,1.0994144680772,2.26876143331909
5002,30,85630.6,4757.25555555556,11517.1752482123,38709.83,104808,1,1,-1.65879029879121,0.295815579595469,0.84438433902434,1.57255986173175,1.91335105986239
5032,61,260479.6,6678.9641025641,20572.4575297371,49084.3819672131,123696,1,0,-0.0275420879702368,0.387078667879102,-0.526648989660958,-0.08070960838435,1.76660496846205
5044,70,160567.8,3734.13488372093,9576.32771690869,35614.7442857143,100980,1,0,-1.8018698853182,-0.243600447125198,-0.598610312919647,-0.00127780598168814,1.64091768433282
5045,88,451311.4,9026.228,22038.4815890867,42084.3113636364,187224,0,0,0.428163343957736,0.652157412647504,-2.80063485030343,0.437070226064306,0.617844068535782
5060,61,319518,9129.08571428572,21418.9138558837,57340.5081967213,252060,0,0,0.790738555595277,1.38800414126129,-2.54800852665481,0.784653071094403,0.566235960965954
5082,56,166646,5207.6875,16330.1732223154,41729.6160714286,262980,1,0,-0.699596591841107,0.432595343452126,-0.853351755704564,0.951867590440176,1.13976384115745
5088,77,344249,7483.67391304348,13400.0640966406,44829.5441558442,91152,1,0,-0.476791569497767,-0.163761097137654,-0.515170700791338,-0.258199040585607,1.72163239939221
5125,51,51583,1842.25,6550.59542995513,23255.1490196078,73056,1,1,-2.93442106523,-0.494276151659341,0.682961311504193,1.49429028225807,1.66371202686046
5126,64,261411.8,7468.90857142857,22812.186440376,36369.975,208128,0,0,-0.269645298682661,1.18730687400386,-2.67468109290665,0.646414313231419,0.393891787561277
5128,61,156526.6,5049.24516129032,13056.9873065428,21447.6245901639,215616,0,0,-1.96671709844512,0.852996383877634,-2.77163046798788,0.937363873121621,0.170309390789804
5130,78,178798.6,4360.94146341464,7695.86280086246,29380.8397435897,24312,1,0,-2.18962897586489,-0.482372006370921,-0.444480968261705,-0.493500699726065,1.70438085724303
5131,117,688579.2,10126.1647058824,25825.8581816605,63857.2367521367,48624,1,0,2.08620809224233,-0.7215340692397,-0.625115671203726,-0.923705927903045,2.04139019699302
5132,58,234862.6,6523.96111111111,13408.0203646534,33687.8586206897,538500,1,0,-0.50083506083886,0.512282190117229,-1.59486182950737,2.82862540442401,0.0387479714925072
5136,25,201829.2,22425.4666666667,34581.4013483708,66292.372,187104,1,0,3.04291412231764,3.07408966965565,0.183743290667227,-0.0584349939864232,1.64474574519343
5138,148,205694,1922.3738317757,6554.7605128343,30847.1493243243,87216,1,0,-2.02516810447403,-1.81516607640965,-1.03360460493118,-0.117146995891646,1.47288650888331
5145,35,279107.8,14689.8842105263,21979.384405419,56105.5,309552,1,0,1.38217987128794,1.73768032939588,-0.480654289184635,0.98734350411249,1.07176111329148
